processed,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
honestly feel extremely shy ask friend take picture vain must think,0,0,0,1,0,0,0,0
feel intimidated nervous overwhelmed shake like leaf,0,0,0,1,0,0,0,0
know feel weird right,0,0,0,1,0,0,0,0
feel shaky battering emotion still standing,0,0,0,1,0,0,0,0
sorry feel so uncertain,0,0,0,1,0,0,0,0
definitely not feeling fearful anything right,0,0,0,1,0,0,0,0
feeling shaky morning taking well,0,0,0,1,0,0,0,0
feel last time one feel paranoid,0,0,0,1,0,0,0,0
just feel so so not afraid pray need go back time forg sin so so sloth,0,0,0,1,0,0,0,0
would always song stuck head bombing incident would feel bit weird not really pay attention lyric sound like happy song not type supposed hum difficult day,0,0,0,1,0,0,0,0
feel particularly uncomfortable much driver looking phone shout eye prize,0,0,0,1,0,0,0,0
started feeling uncomfortable around straight male friend particularly one drunkenly came grabbing waist attempted murmur sweet nothing ear party week,0,0,0,1,0,0,0,0
feel uncomfortable,0,0,0,1,0,0,0,0
managed learn feeling insecure,0,0,0,1,0,0,0,0
also feeling ole restless leg syndrome shifted back forth legs trying something excess energy just hit,0,0,0,1,0,0,0,0
feel more shy swedish,0,0,0,1,0,0,0,0
encourage next time feeling little uncomfortable best embrace,0,0,0,1,0,0,0,0
not scared let feel deeply many people too frightened let div style clearboth padding bottom,0,0,0,1,0,0,0,0
feeling very uncertain future,0,0,0,1,0,0,0,0
still wake feeling suspicious,0,0,0,1,0,0,0,0
feel little hesitant leave time,0,0,0,1,0,0,0,0
schedule childhood friend feel little timid just getting,0,0,0,1,0,0,0,0
continue write feel more more distraught,0,0,0,1,0,0,0,0
feel like tortured,0,0,0,1,0,0,0,0
feel apprehens nervous time performing module,0,0,0,1,0,0,0,0
find feeling anxious unsure,0,0,0,1,0,0,0,0
know feel like scared something,0,0,0,1,0,0,0,0
started feel so overwhelmed,0,0,0,1,0,0,0,0
not feeling pressured perform athletic move order stay field,0,0,0,1,0,0,0,0
feel threatened people not believe,0,0,0,1,0,0,0,0
afraid water young people feel afraid death never experienced,0,0,0,1,0,0,0,0
feeling very indecis spontaneous,0,0,0,1,0,0,0,0
feel pressured well fe,0,0,0,1,0,0,0,0
still feel little weird uncertain,0,0,0,1,0,0,0,0
find feeling paranoid something going ruin could described fairy tale love affair,0,0,0,1,0,0,0,0
think also changed obviously making more effort go things make friend feel le shy le bothered people judgement appearance,0,0,0,1,0,0,0,0
feeling very doubtful necessity big coat,0,0,0,1,0,0,0,0
never draw side page like know add drawing feel like rather feeling pressured finished one go,0,0,0,1,0,0,0,0
li pouring corner moonlight shine face saw pale face mouth half closed eye bear people feel more distressed,0,0,0,1,0,0,0,0
feel little scared new lot learn sure everything going fine together,0,0,0,1,0,0,0,0
see look doubt face feel corn eye anyone skeptical grit dinner grit please see totally amazing sister mashed potato,0,0,0,1,0,0,0,0
began feel little anxious may almost obviously time running amp honest just plumb excuse,0,0,0,1,0,0,0,0
feel le frightened more grounded centered,0,0,0,1,0,0,0,0
feel so weird guess kind happy,0,0,0,1,0,0,0,0
try stay focused order avoid feeling reluctant finish,0,0,0,1,0,0,0,0
seek pain feel tortured just feel something,0,0,0,1,0,0,0,0
already feel using u feel weird not even done anything yet feel coming like ministry coming,0,0,0,1,0,0,0,0
think one important things not allow anything make feel fearful fear negat emotion pull vibration,0,0,0,1,0,0,0,0
cope presence without feeling distressed force quiet resigned friendship,0,0,0,1,0,0,0,0
feel frightened fat,0,0,0,1,0,0,0,0
getting making feel suspicious like someone el great work trying get credit,0,0,0,1,0,0,0,0
decide picking easy route would get nowhere feel like people want tortured so follow blue path,0,0,0,1,0,0,0,0
could expected every way feeling bit overwhelmed point quickly life changed past week,0,0,0,1,0,0,0,0
feel nervous leaving kid,0,0,0,1,0,0,0,0
ill get mopey occured past frequency decreasing logarythmic scale even feeling self doubtful also occuring le,0,0,0,1,0,0,0,0
go around questioning broad feeling suspicious,0,0,0,1,0,0,0,0
finally starting feel like real life san vicente no longer strange confusing extended vacation,0,0,0,1,0,0,0,0
still feeling hesitant last night woke found made decision latebook somewhat surprise wanted,0,0,0,1,0,0,0,0
thought would feel apprehens surprisingly comfortable gone,0,0,0,1,0,0,0,0
feeling restless frustrated right way specific people recovering illness injury,0,0,0,1,0,0,0,0
feel uncomfortable telling others girl wish list,0,0,0,1,0,0,0,0
not simple math question guess broke front tuition teacher known almost years feeling pressured feel so bad bout,0,0,0,1,0,0,0,0
feel doubtful ability,0,0,0,1,0,0,0,0
feel restless pursuit,0,0,0,1,0,0,0,0
feel quite reluctant pick dance dragon book done know long wait martin finish next installment took years release dance dragon feast crow,0,0,0,1,0,0,0,0
trying demonstrate understood feeling very alarmed worried safety,0,0,0,1,0,0,0,0
started feel uncomfortable got leave met comment oh yeah right two girl like would not come bar not looking attention guy,0,0,0,1,0,0,0,0
need extra guidance feeling doubtful god seems put right message ear need just right time,0,0,0,1,0,0,0,0
id feel frantic,0,0,0,1,0,0,0,0
learned present front class without feeling nervous,0,0,0,1,0,0,0,0
feeling very insecure sensitive,0,0,0,1,0,0,0,0
feeling sort restless,0,0,0,1,0,0,0,0
feel so helpless right,0,0,0,1,0,0,0,0
feeling very anxious song came radio soon got car,0,0,0,1,0,0,0,0
asthma barely breathe hard feel very shaky weak feel like not anything lie helplessly feel like collapesing so much reseach got nothing,0,0,0,1,0,0,0,0
become someone else make random awkward joke honestly feeling so strange feel like top cloud,0,0,0,1,0,0,0,0
take jenny spayed so course feeling nervous guilty,0,0,0,1,0,0,0,0
encountered much dream thrilled left feeling even more terrified,0,0,0,1,0,0,0,0
got shot terbutaline make feel shaky make heart race like just drank cup coffee,0,0,0,1,0,0,0,0
stressed job search apartment hunting just feeling overwhelmed everything going,0,0,0,1,0,0,0,0
feel so restless so bored danger giving good work,0,0,0,1,0,0,0,0
feel uncomfortable carrying volvo belly nice tidy look not unsimilar beer gut dad nice hard round waddle just like,0,0,0,1,0,0,0,0
feel slightly weird costume,0,0,0,1,0,0,0,0
feeling overwhelmingly anxious so went room read bible pray,0,0,0,1,0,0,0,0
said something familiar would love present feel too anxious time,0,0,0,1,0,0,0,0
basically spent miserable night crying feeling terrified sick stomach,0,0,0,1,0,0,0,0
feeling past day little distressed not writing much,0,0,0,1,0,0,0,0
feeling little fearful trying eat damn thing,0,0,0,1,0,0,0,0
feeling little anxious whole thing,0,0,0,1,0,0,0,0
however totally petrified feeling scared death giving releasing afraid would not able cap,0,0,0,1,0,0,0,0
know feel vulnerable,0,0,0,1,0,0,0,0
look utter horror see man holding elevator door open instead feeling terrified even telling guy get elevator imagine elevator chewing like metallic pacman not pacquiao yellow guy,0,0,0,1,0,0,0,0
knowing day still make feel not shy,0,0,0,1,0,0,0,0
gifted one books feeling bit intimidated take intricate work,0,0,0,1,0,0,0,0
feel shy also little concerned whether new title distance away people care,0,0,0,1,0,0,0,0
taken yoga class years past day feeling very anxious abou,0,0,0,1,0,0,0,0
never feel shy call send billion text message not bugging,0,0,0,1,0,0,0,0
feel inside life like game sometimes came around wall just disappeared nothing surround keep fear unprotected see opened made trust,0,0,0,1,0,0,0,0
started feeling like almost nothing worth getting agitated,0,0,0,1,0,0,0,0
feel intimidated overwhelmed information though,0,0,0,1,0,0,0,0
feeling little apprehens whole thing,0,0,0,1,0,0,0,0
feel scared anxious,0,0,0,1,0,0,0,0
feeling scared rage filled mad,0,0,0,1,0,0,0,0
feel weird meet people text like not talk face face,0,0,0,1,0,0,0,0
not want feeling inhibited house full family so not worry trying keep quiet,0,0,0,1,0,0,0,0
not allow anyone ruin life so feel life shaken let go,0,0,0,1,0,0,0,0
think people feel intimidated travel abroad afraid not able communicate,0,0,0,1,0,0,0,0
feeling lately vulnerable impressionable little emotional,0,0,0,1,0,0,0,0
still feeling little shy so wearing scarf,0,0,0,1,0,0,0,0
not talking dictator enough sense connectedness others feel threatened strike see different,0,0,0,1,0,0,0,0
started teaching class last night getting published feeling bit insecure putting together list assisted self publishing company legitimate good company work,0,0,0,1,0,0,0,0
come work tired flustered feeling overwhelmed last mean last thing want someone no freaking idea life entail gi sympathetic look say need get rest tried yoga,0,0,0,1,0,0,0,0
hate making people feel uncomfortable so just change ubject instead asking coming want buy piece,0,0,0,1,0,0,0,0
woke heart racing feeling so anxious unrested,0,0,0,1,0,0,0,0
feel like lately too hesitant jam start getting confidence back finally attacking solo instead thinking,0,0,0,1,0,0,0,0
just including husband read post not feel pressured lured coerced anything,0,0,0,1,0,0,0,0
feel fearful think le ame time angry wife putting position,0,0,0,1,0,0,0,0
feeling apprehens also wildly excited,0,0,0,1,0,0,0,0
realized refuse allow feel scared scared others look scared feeling accepting emotion not truly living,0,0,0,1,0,0,0,0
may feel le inhibited old,0,0,0,1,0,0,0,0
want lead viewer feeling person feeling uncertain identity,0,0,0,1,0,0,0,0
not so much stickler alcohol willing gi chance never tried talk drug especially marijuana pop feel extremely distraught uncomfortable,0,0,0,1,0,0,0,0
hate succumbing angst not help feel tortured confusion not knowing life coming,0,0,0,1,0,0,0,0
busy feeling shaken unfortunate incident neighbor last night involving lots drunken screaming nonstop crying belligerence ingratitude went downstairs make sure everything ok,0,0,0,1,0,0,0,0
look forward break like everyone else let tell feel little strange,0,0,0,1,0,0,0,0
never tried rel tape desktop tour consciousness feel little apprehensive,0,0,0,1,0,0,0,0
feel so very afraid wanting talk depression nigeria depression equates madness possessed know not,0,0,0,1,0,0,0,0
not say anything not want hurt feeling always afraid hurting people feeling,0,0,0,1,0,0,0,0
feel fearful,0,0,0,1,0,0,0,0
get winded easily feel pretty wimpy,0,0,0,1,0,0,0,0
want tell feel felt past years so fearful would get awkward,0,0,0,1,0,0,0,0
feel like suspicious just so happy see,0,0,0,1,0,0,0,0
feel more anxious run alone pass non white male pass white one,0,0,0,1,0,0,0,0
feel paranoid always worried might cheat,0,0,0,1,0,0,0,0
feel paranoid cynical thoughts slipping pounding door heart mind try turn compassion important gratitude,0,0,0,1,0,0,0,0
think just whole feeling bit intimidated sibling,0,0,0,1,0,0,0,0
started feeling shaky prospect not paper write thoughts,0,0,0,1,0,0,0,0
woke feeling bit shaky,0,0,0,1,0,0,0,0
feel prompting restless soul,0,0,0,1,0,0,0,0
remember feeling terrified mother would angry,0,0,0,1,0,0,0,0
feel reluctant type,0,0,0,1,0,0,0,0
feel nervous feel like going school first day class,0,0,0,1,0,0,0,0
hope least help let someone know not one feel trange mix emotion come along hearing platitude something know rebecca written well,0,0,0,1,0,0,0,0
not notice difference health way feel very skeptical taking supplement going along recommendation,0,0,0,1,0,0,0,0
feeling little apprehens going flop expecting too much,0,0,0,1,0,0,0,0
feeling little bit skeptical sudden swift departure,0,0,0,1,0,0,0,0
began feel uncertain crossed river northside city,0,0,0,1,0,0,0,0
know feeling unsure completely outweighed enormous sense relief right,0,0,0,1,0,0,0,0
not remember much day remember feeling very reluctant go even more reluctant near talk,0,0,0,1,0,0,0,0
know feel much safer not afraid ound gunfire,0,0,0,1,0,0,0,0
openly talk feel openly skeptical folk try tell think,0,0,0,1,0,0,0,0
dun want feel uncertain yet,0,0,0,1,0,0,0,0
feel timid really going ball except teed fear hitting cement like earth underneath send jolt steel shaft blade causing injury shoulder spine,0,0,0,1,0,0,0,0
feeling reluctant go school day,0,0,0,1,0,0,0,0
left feeling insecure frantically search security reestablished,0,0,0,1,0,0,0,0
gone phase lots exercise healthy eating calorie counting diet change chilling letting things back pain fatigue million little things just make feel unsure going body right,0,0,0,1,0,0,0,0
feel like so hesitant get diagnosis cancer something no experience,0,0,0,1,0,0,0,0
feel hesitant whole exam,0,0,0,1,0,0,0,0
feel frantic sudden,0,0,0,1,0,0,0,0
even join talk not get right words mouth feel uncomfortable,0,0,0,1,0,0,0,0
often feel shy reserved,0,0,0,1,0,0,0,0
mean fact feel so helpless feel way not control make think not deserve,0,0,0,1,0,0,0,0
know dad uncle ogle brother still make feel uncomfortable,0,0,0,1,0,0,0,0
think way too feeling unsure,0,0,0,1,0,0,0,0
start feel little shaky,0,0,0,1,0,0,0,0
feel shaken groundless retreat mental place find familiarity,0,0,0,1,0,0,0,0
feel helpless powerless control,0,0,0,1,0,0,0,0
tend feel shy rather awkward reread journal ha,0,0,0,1,0,0,0,0
feel so scared come miri especially campus everyone speaking english english very poor worried not communicate,0,0,0,1,0,0,0,0
not articulate feeling words not describe fear feel child safety world so uncertain,0,0,0,1,0,0,0,0
caught afraid feeling afraid feeling,0,0,0,1,0,0,0,0
feeling nervous,0,0,0,1,0,0,0,0
sleeping work two private message feel so agitated lately,0,0,0,1,0,0,0,0
mistaken past even present day perhaps think time met online chatted hour perhaps think kill perhaps simply feeling uncomfortable sot past path,0,0,0,1,0,0,0,0
feel so shaken even doubtful works,0,0,0,1,0,0,0,0
feel sort like writing audience friend list more,0,0,0,1,0,0,0,0
insisted rightly so feel threatened next piece coal deposited jellied cherry immediately throw,0,0,0,1,0,0,0,0
hit ground feel daddy let go completely get terrified,0,0,0,1,0,0,0,0
feeling distressed challenged struggle boyfriend asked thought needed,0,0,0,1,0,0,0,0
often feel shy small tongue twisted,0,0,0,1,0,0,0,0
could stop feeling scared,0,0,0,1,0,0,0,0
feel like not since puts vulnerable position leaf open attack starting get thicker skin lately,0,0,0,1,0,0,0,0
feel called step boat courage life yet terrified water,0,0,0,1,0,0,0,0
began feel fearful devouring hunger,0,0,0,1,0,0,0,0
feeling very indecis turning eighteen hey age come ups down right,0,0,0,1,0,0,0,0
just feel like things need shaken little,0,0,0,1,0,0,0,0
could feel smell frightened fact person felt too familiar,0,0,0,1,0,0,0,0
woke feeling rather shaken,0,0,0,1,0,0,0,0
asked nell still feel suggest too much interest direction going get suspicious,0,0,0,1,0,0,0,0
went feeling like knew feeling completely helpless,0,0,0,1,0,0,0,0
feel like entered weird universe really grateful,0,0,0,1,0,0,0,0
feel completely inhibited,0,0,0,1,0,0,0,0
just not feel gripped plot afraid would not read,0,0,0,1,0,0,0,0
spent good chunk day feeling quite agitated taut way though would not take much really snap chew someone head,0,0,0,1,0,0,0,0
not want anyone feel inhibited body not typical ballet body,0,0,0,1,0,0,0,0
come like more ever feeling stronger anyone ever so shy afraid anything big super confident outgoing,0,0,0,1,0,0,0,0
feel threatened imagine kid feel like,0,0,0,1,0,0,0,0
kind wanted would feel totally weird even picking purchase,0,0,0,1,0,0,0,0
going try leave another day so gi doll ample time process thoughts come without feeling pressured,0,0,0,1,0,0,0,0
really search answer not something ever really considered ake feeling little vulnerable not mind sharing answer,0,0,0,1,0,0,0,0
feeling very apprehens nervous leading starting project felt lot pressure responsibility good job,0,0,0,1,0,0,0,0
